courseCode,studyPeriod,academicYear,teacherID,assignedHours,courseInstance,reportedHours
1224,1.0,2019-2020,19750512-0043,100.0,I-175,86.0
1224,1.0,2019-2020,19900723-0126,120.0,I-175,130.0
1202,4.0,2019-2020,19580515-0017,260.0,I-176,267.0
1202,4.0,2019-2020,19781217-0053,140.0,I-176,146.0
1200,4.0,2019-2020,19660630-0020,260.0,I-177,271.0
1200,4.0,2019-2020,19760108-0050,140.0,I-177,153.0
1025,4.0,2019-2020,19570826-0012,280.0,I-178,264.0
1025,4.0,2019-2020,19750705-0033,120.0,I-178,111.0
1048,2.0,2020-2021,19630126-0001,260.0,I-179,276.0
1048,2.0,2020-2021,19790618-0048,100.0,I-179,110.0
1048,2.0,2020-2021,19921208-0097,140.0,I-179,145.0
1196,1.0,2020-2021,19690513-0015,240.0,I-180,255.0
1196,1.0,2020-2021,19750512-0043,120.0,I-180,128.0
1196,1.0,2020-2021,19920226-0075,100.0,I-180,118.0
1194,2.0,2020-2021,19580515-0017,280.0,I-181,261.0
1194,2.0,2020-2021,19750122-0056,100.0,I-181,86.0
1194,2.0,2020-2021,19920505-0115,120.0,I-181,122.0
1107,1.0,2020-2021,19640220-0029,240.0,I-182,244.0
1107,1.0,2020-2021,19761009-0055,100.0,I-182,91.0
1107,1.0,2020-2021,19921002-0129,100.0,I-182,84.0
1096,2.0,2020-2021,19570615-0011,240.0,I-183,227.0
1096,2.0,2020-2021,19780424-0057,100.0,I-183,107.0
1258,1.0,2020-2021,19660630-0020,280.0,I-184,280.0
1258,1.0,2020-2021,19790708-0041,120.0,I-184,124.0
1258,1.0,2020-2021,19910101-0133,100.0,I-184,101.0
1182,2.0,2020-2021,19690513-0015,240.0,I-185,240.0
1182,2.0,2020-2021,19750417-0051,140.0,I-185,155.0
1158,4.0,2020-2021,19610918-0027,280.0,I-186,268.0
1158,4.0,2020-2021,19781125-0031,100.0,I-186,106.0
1130,4.0,2020-2021,19560705-0025,280.0,I-187,273.0
1130,4.0,2020-2021,19750220-0037,100.0,I-187,89.0
1130,4.0,2020-2021,19931118-0062,120.0,I-187,115.0
1064,2.0,2020-2021,19690917-0022,240.0,I-188,257.0
1064,2.0,2020-2021,19780602-0035,120.0,I-188,106.0
1064,2.0,2020-2021,19900619-0076,100.0,I-188,104.0
1142,4.0,2021-2022,19600905-0003,240.0,I-189,237.0
1142,4.0,2021-2022,19750122-0056,140.0,I-189,150.0
1142,4.0,2021-2022,19910327-0096,140.0,I-189,135.0
1287,2.0,2021-2022,19610623-0005,280.0,I-190,278.0
1287,2.0,2021-2022,19760524-0046,140.0,I-190,159.0
1287,2.0,2021-2022,19900902-0114,140.0,I-190,155.0
1206,2.0,2021-2022,19690917-0022,240.0,I-191,250.0
1206,2.0,2021-2022,19780317-0052,120.0,I-191,132.0
1236,1.0,2021-2022,19560705-0025,260.0,I-192,254.0
1236,1.0,2021-2022,19750122-0056,120.0,I-192,124.0
1236,1.0,2021-2022,19920206-0072,120.0,I-192,106.0
1178,3.0,2021-2022,19600905-0003,280.0,I-193,290.0
1178,3.0,2021-2022,19761020-0044,100.0,I-193,84.0
1029,3.0,2021-2022,19601021-0018,280.0,I-194,272.0
1029,3.0,2021-2022,19790426-0049,100.0,I-194,97.0
1029,3.0,2021-2022,19900128-0095,100.0,I-194,107.0
1024,2.0,2021-2022,19620424-0026,280.0,I-195,273.0
1024,2.0,2021-2022,19790717-0045,120.0,I-195,123.0
1007,2.0,2021-2022,19580218-0007,280.0,I-196,289.0
1007,2.0,2021-2022,19780815-0047,120.0,I-196,118.0
1007,2.0,2021-2022,19930829-0082,120.0,I-196,100.0
1286,4.0,2022-2023,19590129-0004,280.0,I-197,265.0
1286,4.0,2022-2023,19750331-0036,100.0,I-197,86.0
1187,4.0,2022-2023,19610623-0005,260.0,I-198,275.0
1187,4.0,2022-2023,19750220-0037,100.0,I-198,98.0
1187,4.0,2022-2023,19930829-0082,140.0,I-198,126.0
1222,4.0,2022-2023,19560612-0010,280.0,I-199,300.0
1222,4.0,2022-2023,19790702-0038,120.0,I-199,123.0
1040,4.0,2022-2023,19630126-0001,240.0,I-200,259.0
1040,4.0,2022-2023,19781125-0031,120.0,I-200,107.0
1040,4.0,2022-2023,19901029-0071,140.0,I-200,157.0
1275,4.0,2022-2023,19690513-0015,260.0,I-201,273.0
1275,4.0,2022-2023,19790717-0045,120.0,I-201,139.0
1275,4.0,2022-2023,19930221-0139,120.0,I-201,109.0
1210,1.0,2022-2023,19690513-0015,280.0,I-202,274.0
1210,1.0,2022-2023,19790717-0045,120.0,I-202,129.0
1194,2.0,2022-2023,19611219-0014,240.0,I-203,243.0
1194,2.0,2022-2023,19780815-0047,120.0,I-203,104.0
1191,4.0,2022-2023,19610620-0006,240.0,I-204,248.0
1191,4.0,2022-2023,19790426-0049,140.0,I-204,127.0
1037,4.0,2022-2023,19600814-0002,280.0,I-205,281.0
1037,4.0,2022-2023,19750220-0037,120.0,I-205,128.0
1017,2.0,2022-2023,19580515-0017,280.0,I-206,282.0
1017,2.0,2022-2023,19780602-0035,140.0,I-206,133.0
1017,2.0,2022-2023,19900321-0080,120.0,I-206,119.0
1163,3.0,2023-2024,19590129-0004,240.0,I-207,230.0
1163,3.0,2023-2024,19771013-0040,140.0,I-207,156.0
1146,2.0,2023-2024,19680712-0028,240.0,I-208,239.0
1146,2.0,2023-2024,19750722-0060,100.0,I-208,81.0
1035,2.0,2023-2024,19590129-0004,280.0,I-209,261.0
1035,2.0,2023-2024,19750512-0043,140.0,I-209,130.0
1010,2.0,2023-2024,19570615-0011,280.0,I-210,265.0
1010,2.0,2023-2024,19770224-0058,120.0,I-210,119.0
1010,2.0,2023-2024,19930906-0110,120.0,I-210,107.0
1011,3.0,2023-2024,19690513-0015,260.0,I-211,240.0
1011,3.0,2023-2024,19780317-0052,100.0,I-211,105.0
1011,3.0,2023-2024,19900616-0124,120.0,I-211,105.0
1294,4.0,2023-2024,19630126-0001,240.0,I-212,246.0
1294,4.0,2023-2024,19761020-0044,100.0,I-212,105.0
1283,3.0,2023-2024,19570828-0008,240.0,I-213,220.0
1283,3.0,2023-2024,19780317-0052,100.0,I-213,101.0
1184,3.0,2023-2024,19580515-0017,280.0,I-214,290.0
1184,3.0,2023-2024,19790708-0041,140.0,I-214,129.0
1184,3.0,2023-2024,19930326-0132,100.0,I-214,115.0
1180,4.0,2023-2024,19630126-0001,280.0,I-215,293.0
1180,4.0,2023-2024,19780317-0052,140.0,I-215,148.0
1180,4.0,2023-2024,19911116-0069,100.0,I-215,101.0
1236,1.0,2013-2014,19610623-0005,280.0,I-216,264.0
1236,1.0,2013-2014,19750331-0036,100.0,I-216,101.0
1236,1.0,2013-2014,19920226-0075,140.0,I-216,140.0
1093,4.0,2013-2014,19580218-0007,280.0,I-217,261.0
1093,4.0,2013-2014,19781130-0054,100.0,I-217,84.0
1255,2.0,2013-2014,19650303-0019,260.0,I-218,270.0
1255,2.0,2013-2014,19790426-0049,140.0,I-218,120.0
1255,2.0,2013-2014,19900616-0124,100.0,I-218,85.0
1235,1.0,2013-2014,19561222-0030,240.0,I-219,243.0
1235,1.0,2013-2014,19750512-0043,100.0,I-219,108.0
1140,3.0,2013-2014,19610918-0027,260.0,I-220,278.0
1140,3.0,2013-2014,19751018-0039,120.0,I-220,122.0
1140,3.0,2013-2014,19920122-0065,100.0,I-220,104.0
1266,3.0,2013-2014,19610620-0006,280.0,I-221,290.0
1266,3.0,2013-2014,19750722-0060,140.0,I-221,125.0
1160,2.0,2013-2014,19580515-0017,260.0,I-222,250.0
1160,2.0,2013-2014,19750705-0033,120.0,I-222,102.0
1135,1.0,2013-2014,19640220-0029,280.0,I-223,266.0
1135,1.0,2013-2014,19790426-0049,120.0,I-223,109.0
1100,3.0,2013-2014,19690408-0009,260.0,I-224,253.0
1100,3.0,2013-2014,19790426-0049,140.0,I-224,136.0
1037,3.0,2013-2014,19690408-0009,260.0,I-225,246.0
1037,3.0,2013-2014,19790702-0038,120.0,I-225,120.0
1037,3.0,2013-2014,19900128-0095,140.0,I-225,126.0
1034,2.0,2013-2014,19580515-0017,280.0,I-226,264.0
1034,2.0,2013-2014,19750512-0043,140.0,I-226,141.0
1255,2.0,2014-2015,19560812-0016,240.0,I-227,245.0
1255,2.0,2014-2015,19771013-0040,100.0,I-227,119.0
1033,1.0,2014-2015,19560812-0016,280.0,I-228,278.0
1033,1.0,2014-2015,19790708-0041,100.0,I-228,84.0
1033,1.0,2014-2015,19900511-0134,100.0,I-228,85.0
1023,3.0,2014-2015,19611219-0014,280.0,I-229,285.0
1023,3.0,2014-2015,19781217-0053,120.0,I-229,100.0
1023,3.0,2014-2015,19921218-0101,100.0,I-229,95.0
1220,1.0,2014-2015,19660630-0020,280.0,I-230,271.0
1220,1.0,2014-2015,19790702-0038,120.0,I-230,110.0
1149,3.0,2014-2015,19600814-0002,280.0,I-231,289.0
1149,3.0,2014-2015,19770224-0058,100.0,I-231,98.0
1098,1.0,2014-2015,19611219-0014,280.0,I-232,268.0
1098,1.0,2014-2015,19760108-0050,120.0,I-232,116.0
1076,2.0,2014-2015,19620831-0024,260.0,I-233,263.0
1076,2.0,2014-2015,19760524-0046,100.0,I-233,115.0
1032,3.0,2014-2015,19560705-0025,240.0,I-234,230.0
1032,3.0,2014-2015,19750705-0033,140.0,I-234,126.0
1168,4.0,2015-2016,19570826-0012,240.0,I-235,259.0
1168,4.0,2015-2016,19790708-0041,140.0,I-235,151.0
1149,1.0,2015-2016,19600529-0021,240.0,I-236,224.0
1149,1.0,2015-2016,19780424-0057,140.0,I-236,141.0
1146,1.0,2015-2016,19660630-0020,240.0,I-237,241.0
1146,1.0,2015-2016,19750512-0043,100.0,I-237,118.0
1103,1.0,2015-2016,19611219-0014,240.0,I-238,223.0
1103,1.0,2015-2016,19750417-0051,140.0,I-238,135.0
1103,1.0,2015-2016,19910122-0077,120.0,I-238,105.0
1008,3.0,2015-2016,19600529-0021,280.0,I-239,275.0
1008,3.0,2015-2016,19781130-0054,120.0,I-239,138.0
1233,4.0,2015-2016,19600814-0002,280.0,I-240,284.0
1233,4.0,2015-2016,19770224-0058,120.0,I-240,135.0
1233,4.0,2015-2016,19900801-0130,100.0,I-240,96.0
1205,3.0,2015-2016,19690917-0022,280.0,I-241,287.0
1205,3.0,2015-2016,19760524-0046,120.0,I-241,131.0
1190,4.0,2015-2016,19600905-0003,240.0,I-242,255.0
1190,4.0,2015-2016,19780602-0035,120.0,I-242,119.0
1067,2.0,2015-2016,19560705-0025,260.0,I-243,261.0
1067,2.0,2015-2016,19780815-0047,120.0,I-243,122.0
1049,2.0,2015-2016,19690917-0022,260.0,I-244,263.0
1049,2.0,2015-2016,19790708-0041,120.0,I-244,100.0
1049,2.0,2015-2016,19921201-0094,100.0,I-244,107.0
1009,1.0,2015-2016,19580218-0007,280.0,I-245,288.0
1009,1.0,2015-2016,19781125-0031,140.0,I-245,137.0
1009,1.0,2015-2016,19900317-0083,100.0,I-245,98.0
1128,2.0,2016-2017,19690917-0022,260.0,I-246,243.0
1128,2.0,2016-2017,19750220-0037,140.0,I-246,122.0
1222,3.0,2016-2017,19620831-0024,280.0,I-247,295.0
1222,3.0,2016-2017,19790708-0041,140.0,I-247,155.0
1122,1.0,2016-2017,19620831-0024,240.0,I-248,242.0
1122,1.0,2016-2017,19761009-0055,100.0,I-248,97.0
1122,1.0,2016-2017,19931118-0062,140.0,I-248,132.0
1120,1.0,2016-2017,19690408-0009,240.0,I-249,254.0
1120,1.0,2016-2017,19750102-0059,120.0,I-249,110.0
1120,1.0,2016-2017,19900902-0114,120.0,I-249,108.0
1273,1.0,2016-2017,19620522-0023,240.0,I-250,223.0
1273,1.0,2016-2017,19750122-0056,100.0,I-250,118.0
1182,1.0,2016-2017,19560705-0025,240.0,I-251,221.0
1182,1.0,2016-2017,19760108-0050,120.0,I-251,137.0
1182,1.0,2016-2017,19921127-0120,140.0,I-251,151.0
1150,3.0,2016-2017,19610623-0005,260.0,I-252,256.0
1150,3.0,2016-2017,19771013-0040,100.0,I-252,109.0
1150,3.0,2016-2017,19920828-0070,120.0,I-252,124.0
1052,3.0,2016-2017,19611219-0014,280.0,I-253,286.0
1052,3.0,2016-2017,19750102-0059,100.0,I-253,93.0
1248,3.0,2017-2018,19580515-0017,260.0,I-254,273.0
1248,3.0,2017-2018,19780602-0035,140.0,I-254,141.0
1221,1.0,2017-2018,19630126-0001,240.0,I-255,249.0
1221,1.0,2017-2018,19780815-0047,100.0,I-255,93.0
1048,4.0,2017-2018,19560705-0025,240.0,I-256,236.0
1048,4.0,2017-2018,19790618-0048,120.0,I-256,137.0
1025,1.0,2017-2018,19610918-0027,260.0,I-257,240.0
1025,1.0,2017-2018,19750417-0051,120.0,I-257,134.0
1025,1.0,2017-2018,19920828-0070,120.0,I-257,115.0
1238,3.0,2017-2018,19690917-0022,240.0,I-258,260.0
1238,3.0,2017-2018,19780317-0052,140.0,I-258,120.0
1238,3.0,2017-2018,19920602-0073,100.0,I-258,91.0
1211,1.0,2017-2018,19640414-0013,280.0,I-259,291.0
1211,1.0,2017-2018,19781217-0053,100.0,I-259,111.0
1117,3.0,2017-2018,19630126-0001,280.0,I-260,262.0
1117,3.0,2017-2018,19790618-0048,140.0,I-260,127.0
1117,3.0,2017-2018,19920320-0121,140.0,I-260,157.0
1072,2.0,2017-2018,19610918-0027,260.0,I-261,246.0
1072,2.0,2017-2018,19761009-0055,120.0,I-261,133.0
1072,2.0,2017-2018,19930512-0117,140.0,I-261,136.0
1013,4.0,2018-2019,19620522-0023,280.0,I-262,284.0
1013,4.0,2018-2019,19750705-0033,120.0,I-262,128.0
1273,4.0,2018-2019,19560705-0025,240.0,I-263,232.0
1273,4.0,2018-2019,19790708-0041,120.0,I-263,127.0
1230,3.0,2018-2019,19580218-0007,260.0,I-264,266.0
1230,3.0,2018-2019,19761020-0044,120.0,I-264,110.0
1079,3.0,2018-2019,19560705-0025,260.0,I-265,240.0
1079,3.0,2018-2019,19790708-0041,100.0,I-265,97.0
1237,3.0,2018-2019,19660630-0020,240.0,I-266,232.0
1237,3.0,2018-2019,19761009-0055,140.0,I-266,157.0
1237,3.0,2018-2019,19921002-0129,140.0,I-266,160.0
1205,2.0,2018-2019,19600529-0021,280.0,I-267,267.0
1205,2.0,2018-2019,19750331-0036,120.0,I-267,138.0
1197,4.0,2018-2019,19690408-0009,240.0,I-268,253.0
1197,4.0,2018-2019,19750331-0036,120.0,I-268,110.0
1197,4.0,2018-2019,19920504-0093,140.0,I-268,122.0
1185,1.0,2018-2019,19690513-0015,240.0,I-269,259.0
1185,1.0,2018-2019,19761009-0055,140.0,I-269,159.0
1185,1.0,2018-2019,19901108-0087,100.0,I-269,104.0
1058,2.0,2018-2019,19600529-0021,240.0,I-270,220.0
1058,2.0,2018-2019,19771013-0040,120.0,I-270,140.0
1043,4.0,2018-2019,19690408-0009,240.0,I-271,224.0
1043,4.0,2018-2019,19750417-0051,120.0,I-271,125.0
1049,3.0,2019-2020,19580515-0017,240.0,I-272,240.0
1049,3.0,2019-2020,19770713-0042,140.0,I-272,136.0
1205,2.0,2019-2020,19620522-0023,240.0,I-273,257.0
1205,2.0,2019-2020,19751018-0039,140.0,I-273,132.0
1205,2.0,2019-2020,19900426-0089,140.0,I-273,138.0
1152,2.0,2019-2020,19570828-0008,260.0,I-274,251.0
1152,2.0,2019-2020,19750417-0051,140.0,I-274,137.0
1055,2.0,2019-2020,19620831-0024,240.0,I-275,223.0
1055,2.0,2019-2020,19790708-0041,120.0,I-275,113.0
1055,2.0,2019-2020,19911025-0091,120.0,I-275,104.0
1292,4.0,2019-2020,19570826-0012,280.0,I-276,264.0
1292,4.0,2019-2020,19761020-0044,100.0,I-276,107.0
1292,4.0,2019-2020,19901029-0071,120.0,I-276,133.0
1189,1.0,2019-2020,19560705-0025,240.0,I-277,232.0
1189,1.0,2019-2020,19761020-0044,100.0,I-277,87.0
1189,1.0,2019-2020,19920505-0115,100.0,I-277,83.0
1170,1.0,2019-2020,19620831-0024,240.0,I-278,221.0
1170,1.0,2019-2020,19751018-0039,140.0,I-278,139.0
1170,1.0,2019-2020,19920316-0107,140.0,I-278,125.0
1118,2.0,2019-2020,19660630-0020,260.0,I-279,260.0
1118,2.0,2019-2020,19780815-0047,140.0,I-279,140.0
1118,2.0,2019-2020,19900520-0063,120.0,I-279,138.0
1090,1.0,2019-2020,19560812-0016,260.0,I-280,258.0
1090,1.0,2019-2020,19751018-0039,120.0,I-280,102.0
1073,4.0,2019-2020,19610918-0027,280.0,I-281,270.0
1073,4.0,2019-2020,19780424-0057,100.0,I-281,81.0
1077,4.0,2020-2021,19680712-0028,240.0,I-282,260.0
1077,4.0,2020-2021,19780602-0035,120.0,I-282,100.0
1077,4.0,2020-2021,19921201-0094,120.0,I-282,120.0
1213,2.0,2020-2021,19630126-0001,260.0,I-283,271.0
1213,2.0,2020-2021,19750512-0043,120.0,I-283,134.0
1199,3.0,2020-2021,19610620-0006,260.0,I-284,260.0
1199,3.0,2020-2021,19750906-0032,120.0,I-284,131.0
1199,3.0,2020-2021,19920917-0109,140.0,I-284,126.0
1049,1.0,2020-2021,19590129-0004,280.0,I-285,261.0
1049,1.0,2020-2021,19771013-0040,140.0,I-285,130.0
1049,1.0,2020-2021,19931231-0099,100.0,I-285,96.0
1222,1.0,2020-2021,19640220-0029,240.0,I-286,248.0
1222,1.0,2020-2021,19780424-0057,100.0,I-286,84.0
1222,1.0,2020-2021,19930829-0082,140.0,I-286,157.0
1192,1.0,2020-2021,19570826-0012,240.0,I-287,242.0
1192,1.0,2020-2021,19750122-0056,120.0,I-287,130.0
1192,1.0,2020-2021,19900307-0105,100.0,I-287,120.0
1164,4.0,2020-2021,19630126-0001,240.0,I-288,229.0
1164,4.0,2020-2021,19780815-0047,100.0,I-288,110.0
1164,4.0,2020-2021,19900511-0134,140.0,I-288,154.0
1113,2.0,2020-2021,19611219-0014,260.0,I-289,247.0
1113,2.0,2020-2021,19790717-0045,100.0,I-289,87.0
1031,2.0,2020-2021,19620831-0024,260.0,I-290,269.0
1031,2.0,2020-2021,19761024-0034,140.0,I-290,152.0
1276,3.0,2021-2022,19590129-0004,280.0,I-291,270.0
1276,3.0,2021-2022,19761009-0055,120.0,I-291,105.0
1207,3.0,2021-2022,19600529-0021,280.0,I-292,268.0
1207,3.0,2021-2022,19750722-0060,120.0,I-292,113.0
1118,1.0,2021-2022,19570615-0011,280.0,I-293,271.0
1118,1.0,2021-2022,19790717-0045,120.0,I-293,104.0
1118,1.0,2021-2022,19900701-0138,140.0,I-293,153.0
1217,4.0,2021-2022,19690513-0015,260.0,I-294,247.0
1217,4.0,2021-2022,19790717-0045,120.0,I-294,138.0
1217,4.0,2021-2022,19900723-0126,120.0,I-294,113.0
1162,3.0,2021-2022,19560705-0025,260.0,I-295,254.0
1162,3.0,2021-2022,19760108-0050,120.0,I-295,132.0
1162,3.0,2021-2022,19931212-0079,140.0,I-295,151.0
1072,4.0,2021-2022,19680712-0028,280.0,I-296,262.0
1072,4.0,2021-2022,19780815-0047,140.0,I-296,152.0
1064,1.0,2021-2022,19620522-0023,280.0,I-297,275.0
1064,1.0,2021-2022,19750705-0033,140.0,I-297,139.0
1064,1.0,2021-2022,19910327-0096,120.0,I-297,109.0
1184,3.0,2022-2023,19680712-0028,260.0,I-298,260.0
1184,3.0,2022-2023,19750906-0032,120.0,I-298,117.0
1218,4.0,2022-2023,19580515-0017,260.0,I-299,245.0
1218,4.0,2022-2023,19771013-0040,100.0,I-299,107.0
1218,4.0,2022-2023,19930228-0086,100.0,I-299,106.0
1066,1.0,2022-2023,19570615-0011,260.0,I-300,266.0
1066,1.0,2022-2023,19781217-0053,100.0,I-300,118.0
1272,3.0,2022-2023,19601021-0018,260.0,I-301,241.0
1272,3.0,2022-2023,19781125-0031,120.0,I-301,135.0
1272,3.0,2022-2023,19931231-0099,140.0,I-301,124.0
1190,2.0,2022-2023,19600529-0021,240.0,I-302,251.0
1190,2.0,2022-2023,19781125-0031,140.0,I-302,141.0
1190,2.0,2022-2023,19910206-0081,100.0,I-302,88.0
1131,1.0,2022-2023,19640220-0029,280.0,I-303,270.0
1131,1.0,2022-2023,19750122-0056,120.0,I-303,104.0
1125,3.0,2022-2023,19680712-0028,260.0,I-304,255.0
1125,3.0,2022-2023,19760108-0050,140.0,I-304,133.0
1125,3.0,2022-2023,19900801-0130,140.0,I-304,124.0
1046,1.0,2022-2023,19620831-0024,260.0,I-305,261.0
1046,1.0,2022-2023,19750722-0060,100.0,I-305,89.0
1046,1.0,2022-2023,19910404-0102,120.0,I-305,100.0
1070,1.0,2023-2024,19650303-0019,280.0,I-306,292.0
1070,1.0,2023-2024,19790708-0041,100.0,I-306,118.0
1009,4.0,2023-2024,19570615-0011,260.0,I-307,259.0
1009,4.0,2023-2024,19790717-0045,140.0,I-307,147.0
1009,4.0,2023-2024,19910822-0122,100.0,I-307,99.0
1290,4.0,2023-2024,19560705-0025,240.0,I-308,233.0
1290,4.0,2023-2024,19790618-0048,100.0,I-308,84.0
1290,4.0,2023-2024,19900616-0124,100.0,I-308,85.0
1173,2.0,2023-2024,19620831-0024,260.0,I-309,259.0
1173,2.0,2023-2024,19790708-0041,120.0,I-309,119.0
1173,2.0,2023-2024,19900317-0083,100.0,I-309,83.0
1004,3.0,2023-2024,19600814-0002,240.0,I-310,240.0
1004,3.0,2023-2024,19790708-0041,100.0,I-310,94.0
1296,4.0,2023-2024,19610918-0027,240.0,I-311,226.0
1296,4.0,2023-2024,19770713-0042,140.0,I-311,125.0
1296,4.0,2023-2024,19930221-0139,100.0,I-311,105.0
1240,4.0,2023-2024,19590129-0004,240.0,I-312,251.0
1240,4.0,2023-2024,19790708-0041,140.0,I-312,156.0
1160,2.0,2023-2024,19560705-0025,240.0,I-313,252.0
1160,2.0,2023-2024,19780815-0047,140.0,I-313,160.0
1158,3.0,2023-2024,19680712-0028,240.0,I-314,255.0
1158,3.0,2023-2024,19790717-0045,140.0,I-314,140.0
1115,2.0,2023-2024,19600814-0002,240.0,I-315,260.0
1115,2.0,2023-2024,19750331-0036,140.0,I-315,156.0
1115,2.0,2023-2024,19900701-0138,140.0,I-315,143.0
1022,4.0,2023-2024,19690513-0015,260.0,I-316,268.0
1022,4.0,2023-2024,19781125-0031,120.0,I-316,109.0
1162,3.0,2013-2014,19620522-0023,260.0,I-317,255.0
1162,3.0,2013-2014,19761020-0044,120.0,I-317,122.0
1240,2.0,2013-2014,19580515-0017,280.0,I-318,293.0
1240,2.0,2013-2014,19760108-0050,140.0,I-318,160.0
1101,2.0,2013-2014,19590129-0004,240.0,I-319,241.0
1101,2.0,2013-2014,19790618-0048,140.0,I-319,129.0
1101,2.0,2013-2014,19911116-0069,140.0,I-319,147.0
1093,1.0,2013-2014,19600529-0021,280.0,I-320,281.0
1093,1.0,2013-2014,19780317-0052,100.0,I-320,105.0
1093,1.0,2013-2014,19900317-0083,100.0,I-320,109.0
1262,4.0,2013-2014,19560812-0016,240.0,I-321,234.0
1262,4.0,2013-2014,19790618-0048,120.0,I-321,127.0
1208,3.0,2013-2014,19650303-0019,260.0,I-322,273.0
1208,3.0,2013-2014,19761024-0034,100.0,I-322,88.0
1199,2.0,2013-2014,19570828-0008,260.0,I-323,269.0
1199,2.0,2013-2014,19780317-0052,140.0,I-323,124.0
1083,2.0,2013-2014,19601021-0018,240.0,I-324,245.0
1083,2.0,2013-2014,19780317-0052,120.0,I-324,111.0
1083,2.0,2013-2014,19900119-0104,120.0,I-324,102.0
1121,1.0,2014-2015,19660630-0020,240.0,I-325,236.0
1121,1.0,2014-2015,19781217-0053,140.0,I-325,122.0
1211,2.0,2014-2015,19570828-0008,240.0,I-326,233.0
1211,2.0,2014-2015,19760108-0050,120.0,I-326,101.0
1211,2.0,2014-2015,19900430-0112,120.0,I-326,136.0
1171,4.0,2014-2015,19580515-0017,280.0,I-327,300.0
1171,4.0,2014-2015,19761020-0044,120.0,I-327,116.0
1267,1.0,2014-2015,19620424-0026,240.0,I-328,253.0
1267,1.0,2014-2015,19790702-0038,140.0,I-328,127.0
1267,1.0,2014-2015,19900511-0134,100.0,I-328,81.0
1263,4.0,2014-2015,19580515-0017,260.0,I-329,250.0
1263,4.0,2014-2015,19750417-0051,120.0,I-329,129.0
1263,4.0,2014-2015,19910122-0077,100.0,I-329,81.0
1160,1.0,2014-2015,19620831-0024,240.0,I-330,250.0
1160,1.0,2014-2015,19750512-0043,140.0,I-330,146.0
1160,1.0,2014-2015,19910927-0128,100.0,I-330,118.0
1108,4.0,2014-2015,19660630-0020,240.0,I-331,221.0
1108,4.0,2014-2015,19780317-0052,100.0,I-331,119.0
1108,4.0,2014-2015,19900909-0123,120.0,I-331,137.0
1087,3.0,2014-2015,19570826-0012,280.0,I-332,266.0
1087,3.0,2014-2015,19790708-0041,100.0,I-332,108.0
1083,4.0,2014-2015,19611219-0014,260.0,I-333,273.0
1083,4.0,2014-2015,19760108-0050,120.0,I-333,107.0
1083,4.0,2014-2015,19910404-0102,100.0,I-333,91.0
1178,3.0,2015-2016,19570615-0011,280.0,I-334,291.0
1178,3.0,2015-2016,19790426-0049,140.0,I-334,132.0
1218,4.0,2015-2016,19610620-0006,260.0,I-335,248.0
1218,4.0,2015-2016,19750122-0056,100.0,I-335,90.0
1200,1.0,2015-2016,19600529-0021,240.0,I-336,256.0
1200,1.0,2015-2016,19790702-0038,100.0,I-336,93.0
1200,1.0,2015-2016,19910404-0102,140.0,I-336,125.0
1107,4.0,2015-2016,19600905-0003,260.0,I-337,256.0
1107,4.0,2015-2016,19781130-0054,100.0,I-337,114.0
1107,4.0,2015-2016,19900723-0126,140.0,I-337,147.0
1047,3.0,2015-2016,19580515-0017,240.0,I-338,245.0
1047,3.0,2015-2016,19790708-0041,120.0,I-338,138.0
1293,3.0,2015-2016,19561222-0030,280.0,I-339,290.0
1293,3.0,2015-2016,19750122-0056,120.0,I-339,133.0
1263,4.0,2015-2016,19610623-0005,280.0,I-340,271.0
1263,4.0,2015-2016,19750906-0032,100.0,I-340,110.0
1263,4.0,2015-2016,19910921-0136,100.0,I-340,102.0
1262,1.0,2015-2016,19561222-0030,240.0,I-341,227.0
1262,1.0,2015-2016,19750417-0051,140.0,I-341,147.0
1106,2.0,2015-2016,19680712-0028,260.0,I-342,249.0
1106,2.0,2015-2016,19780317-0052,120.0,I-342,120.0
1106,2.0,2015-2016,19910403-0103,120.0,I-342,138.0
1291,1.0,2016-2017,19690917-0022,260.0,I-343,245.0
1291,1.0,2016-2017,19780602-0035,100.0,I-343,86.0
1028,3.0,2016-2017,19640414-0013,260.0,I-344,246.0
1028,3.0,2016-2017,19750122-0056,100.0,I-344,87.0
1028,3.0,2016-2017,19921208-0097,120.0,I-344,118.0
1265,3.0,2016-2017,19560812-0016,280.0,I-345,285.0
1265,3.0,2016-2017,19790618-0048,100.0,I-345,104.0
1224,3.0,2016-2017,19570828-0008,240.0,I-346,232.0
1224,3.0,2016-2017,19751018-0039,120.0,I-346,124.0
1224,3.0,2016-2017,19920828-0070,100.0,I-346,86.0
1209,3.0,2016-2017,19600529-0021,240.0,I-347,231.0
1209,3.0,2016-2017,19770224-0058,140.0,I-347,130.0
1059,2.0,2016-2017,19570615-0011,280.0,I-348,264.0
1059,2.0,2016-2017,19780317-0052,120.0,I-348,109.0
1283,2.0,2016-2017,19640414-0013,240.0,I-349,235.0
1283,2.0,2016-2017,19760524-0046,120.0,I-349,138.0
1258,3.0,2016-2017,19650303-0019,260.0,I-350,269.0
1258,3.0,2016-2017,19780317-0052,120.0,I-350,132.0
1258,3.0,2016-2017,19920316-0107,120.0,I-350,140.0
1115,1.0,2016-2017,19611219-0014,260.0,I-351,246.0
